yes,yes,yes,no,no,1,Olowalu,LLHS,,,,OCO,OCO160616,2028,Camp Olowalu,2016-06-16,07:45,,,,,,,,,,OCO160616,25.3,29.3,6.86,101.2,7.96,23.3,23.3,23.3
yes,yes,yes,no,no,1,Olowalu,LLHS,,,,OMM,OMM160616,2029,Mile Marker 14,2016-06-16,08:20,,,,,,,,,,OMM160616,25.4,27.7,6.61,97.8,7.91,5.48,5.48,5.48
yes,yes,yes,no,no,1,Olowalu,LLHS,,,,OUB,OUB160616,2032,Ukumehame,2016-06-16,09:17,,,,,,,,,,OUB160616,25.2,28.1,7,103.1,8.06,16.87,16.87,16.87
yes,yes,yes,no,no,1,Olowalu,LLHS,,,,OPB,OPB160616,2033,Papalaua Beach,2016-06-16,09:40,,,,,,,,,,OPB160616,25.6,28,7.1,105.2,8.08,10.71,10.71,10.71
yes,yes,yes,no,no,1,Olowalu,LLHS,,,,OPP,OPP160616,2034,Papalaua Pali,2016-06-16,10:00,,,,,,,,,,OPP160616,26,36,7.01,104.6,8.07,5.37,5.37,5.37
yes,yes,yes,no,no,2,Olowalu,LLHS,,,,OCO,OCO160630,2028,Camp Olowalu,2016-06-30,07:33,,,,,,,,,,OCO160630,27.7,30.3,6.43,98.9,8.01,7.4,7.4,7.4
yes,yes,yes,no,no,2,Olowalu,LLHS,,,,OMM,OMM160630,2029,Mile Marker 14,2016-06-30,08:00,,,,,,,,,,OMM160630,27.1,29.1,6.08,92.7,8.01,2.61,2.61,2.61
yes,yes,yes,no,no,2,Olowalu,LLHS,,,,OUB,OUB160630,2032,Ukumehame,2016-06-30,08:31,,,,,,,,,,OUB160630,26.9,29.7,6.81,103.4,8.05,10.6,10.6,10.6
yes,yes,yes,no,no,2,Olowalu,LLHS,,,,OPB,OPB160630,2033,Papalaua Beach,2016-06-30,08:50,,,,,,,,,,OPB160630,27.4,29.3,6.88,105.2,8.1,3.37,3.37,3.37
yes,yes,yes,no,no,2,Olowalu,LLHS,,,,OPP,OPP160630,2034,Papalaua Pali,2016-06-30,09:15,,,,,,,,,,OPP160630,27.7,29.5,6.7,103.1,8.07,4.54,4.54,4.54
yes,yes,yes,no,no,3,Olowalu,LLHS,,,,OPM,OPM160714,2073,Martin Hale,2016-07-14,07:38,,,,,,,,,,OPM160714,27,36.9,5.55,85.7,7.99,1.07,1.07,1.07
yes,yes,yes,no,no,3,Olowalu,LLHS,,,,OCO,OCO160714,2028,Camp Olowalu,2016-07-14,08:12,,,,,,,,,,OCO160714,28.2,37.4,6.22,98.1,8.02,22.8,22.8,22.8
yes,yes,yes,no,no,3,Olowalu,LLHS,,,,OMM,OMM160714,2029,Mile Marker 14,2016-07-14,08:37,,,,,,,,,,OMM160714,27.6,36.9,5.92,92.1,7.96,4.21,4.21,4.21
yes,yes,yes,no,no,3,Olowalu,LLHS,,,,OUB,OUB160714,2032,Ukumehame,2016-07-14,09:00,,,,,,,,,,OUB160714,27.8,37.2,6.65,103.9,8.09,4.15,4.15,4.15
yes,yes,yes,no,no,3,Olowalu,LLHS,,,,OPB,OPB160714,2033,Papalaua Beach,2016-07-14,09:25,,,,,,,,,,OPB160714,28.1,37.8,6.74,106.3,8.12,3.96,3.96,3.96
yes,yes,yes,no,no,3,Olowalu,LLHS,,,,OPP,OPP160714,2034,Papalaua Pali,2016-07-14,09:48,,,,,,,,,,OPP160714,28.4,37.5,6.69,106.7,8.05,2.41,2.41,2.41
yes,yes,yes,no,no,4,Olowalu,LLHS,,,,OPM,OPM160728,2073,Martin Hale,2016-07-28,07:25,,,,,,,,,,OPM160728,26.3,35.3,5.77,86.9,8.03,0.93,0.93,0.93
yes,yes,yes,no,no,4,Olowalu,LLHS,,,,OCO,OCO160728,2028,Camp Olowalu,2016-07-28,07:55,,,,,,,,,,OCO160728,26.6,35.5,6.47,98.1,8.05,12.43,12.43,12.43
yes,yes,yes,no,no,4,Olowalu,LLHS,,,,OMM,OMM160728,2029,Mile Marker 14,2016-07-28,08:15,,,,,,,,,,OMM160728,26.8,35.4,5.83,88.6,7.99,3.18,3.18,3.18
yes,yes,yes,no,no,4,Olowalu,LLHS,,,,OUB,OUB160728,2032,Ukumehame,2016-07-28,08:40,,,,,,,,,,OUB160728,27,35.6,6.81,104,8.11,7.46,7.46,7.46
yes,yes,yes,no,no,4,Olowalu,LLHS,,,,OPB,OPB160728,2033,Papalaua Beach,2016-07-28,09:10,,,,,,,,,,OPB160728,26.2,35.6,6.99,105.2,8.13,3.74,3.74,3.74
yes,yes,yes,no,no,4,Olowalu,LLHS,,,,OPP,OPP160728,2034,Papalaua Pali,2016-07-28,09:30,,,,,,,,,,OPP160728,26.8,35.3,6.86,104.2,8.11,1.66,1.66,1.66
yes,yes,yes,no,no,5,Olowalu,LLHS,,,,OPM,OPM160811,2073,Martin Hale,2016-08-11,07:35,,,,,,,,,,OPM160811,26.6,35.2,5.41,81.9,7.96,1.65,1.65,1.65
yes,yes,yes,no,no,5,Olowalu,LLHS,,,,OCO,OCO160811,2028,Camp Olowalu,2016-08-11,08:00,,,,,,,,,,OCO160811,27.2,35.6,6.18,94.7,8.06,3.28,3.28,3.28
yes,yes,yes,no,no,5,Olowalu,LLHS,,,,OMM,OMM160811,2029,Mile Marker 14,2016-08-11,08:30,,,,,,,,,,OMM160811,26.6,35.4,6.12,92.7,8.04,5.87,5.87,5.87
yes,yes,yes,no,no,5,Olowalu,LLHS,,,,OUB,OUB160811,2032,Ukumehame,2016-08-11,08:50,,,,,,,,,,OUB160811,27.2,35.5,6.66,102,8.08,10.63,10.63,10.63
yes,yes,yes,no,no,5,Olowalu,LLHS,,,,OPB,OPB160811,2033,Papalaua Beach,2016-08-11,09:15,,,,,,,,,,OPB160811,27.4,35.7,6.89,106,8.14,3.81,3.81,3.81
yes,yes,yes,no,no,5,Olowalu,LLHS,,,,OPP,OPP160811,2034,Papalaua Pali,2016-08-11,09:40,,,,,,,,,,OPP160811,27.3,35.3,7.17,109.9,8.14,2.33,2.33,2.33
yes,yes,yes,no,no,6,Olowalu,LLHS,,,,OPM,OPM160825,2073,Martin Hale,2016-08-25,07:20,,,,,,,,,,OPM160825,27.3,36.2,5.25,80.9,7.95,1.6,1.6,1.6
yes,yes,yes,no,no,6,Olowalu,LLHS,,,,OCO,OCO160825,2028,Camp Olowalu,2016-08-25,07:45,,,,,,,,,,OCO160825,28.2,36.5,5.49,85.7,7.99,2.68,2.68,2.68
yes,yes,yes,no,no,6,Olowalu,LLHS,,,,OMM,OMM160825,2029,Mile Marker 14,2016-08-25,08:00,,,,,,,,,,OMM160825,27.4,36,5.6,86.2,7.94,3.63,3.63,3.63
yes,yes,yes,no,no,6,Olowalu,LLHS,,,,OUB,OUB160825,2032,Ukumehame,2016-08-25,08:10,,,,,,,,,,OUB160825,27.8,36.2,6.3,97.6,7.99,15.23,15.23,15.23
yes,yes,yes,no,no,6,Olowalu,LLHS,,,,OPB,OPB160825,2033,Papalaua Beach,2016-08-25,08:25,,,,,,,,,,OPB160825,27.7,35.9,6.6,102.1,8.03,5.75,5.75,5.75
yes,yes,yes,no,no,6,Olowalu,LLHS,,,,OPP,OPP160825,2034,Papalaua Pali,2016-08-25,08:35,,,,,,,,,,OPP160825,27.9,36,6.57,101.9,8.05,2.97,2.97,2.97
yes,yes,yes,no,no,7,Olowalu,LLHS,,,,OPM,OPM160908,2073,Martin Hale,2016-09-08,07:10,,,,,,,,,,OPM160908,26.7,36.1,6.03,91.9,8.15,3.03,3.03,3.03
yes,yes,yes,no,no,7,Olowalu,LLHS,,,,OCO,OCO160908,2028,Camp Olowalu,2016-09-08,07:35,,,,,,,,,,OCO160908,25.8,36,6.53,98,8.12,34.6,34.6,34.6
yes,yes,yes,no,no,7,Olowalu,LLHS,,,,OMM,OMM160908,2029,Mile Marker 14,2016-09-08,08:00,,,,,,,,,,OMM160908,26.6,35.9,6.31,96,8.09,9.39,9.39,9.39
yes,yes,yes,no,no,7,Olowalu,LLHS,,,,OPB,OPB160908,2033,Papalaua Beach,2016-09-08,08:28,,,,,,,,,,OPB160908,26.2,35.9,6.65,100.4,8.18,7.54,7.54,7.54
yes,yes,yes,no,no,8,Olowalu,LLHS,,,,OPM,OPM160922,2073,Martin Hale,2016-09-22,07:15,,,,,,,,,,OPM160922,27.1,36.6,6.26,96.5,7.93,11.13,11.13,11.13
yes,yes,yes,no,no,8,Olowalu,LLHS,,,,OCO,OCO160922,2028,Camp Olowalu,2016-09-22,07:52,,,,,,,,,,OCO160922,26.6,36.7,6.44,98.6,7.86,26.07,26.07,26.07
yes,yes,yes,no,no,8,Olowalu,LLHS,,,,OMM,OMM160922,2029,Mile Marker 14,2016-09-22,08:21,,,,,,,,,,OMM160922,27,36.1,6.4,98,7.93,13.8,13.8,13.8
yes,yes,yes,no,no,8,Olowalu,LLHS,,,,OUB,OUB160922,2032,Ukumehame,2016-09-22,08:50,,,,,,,,,,OUB160922,27.7,37.1,6.43,100.3,8.03,14.63,14.63,14.63
yes,yes,yes,no,no,8,Olowalu,LLHS,,,,OPB,OPB160922,2033,Papalaua Beach,2016-09-22,09:07,,,,,,,,,,OPB160922,27.5,36.1,6.58,101.8,8.09,14.4,14.4,14.4
yes,yes,yes,no,no,8,Olowalu,LLHS,,,,OPP,OPP160922,2034,Papalaua Pali,2016-09-22,09:25,,,,,,,,,,OPP160922,27.6,36.1,6.5,100.6,8.03,13.03,13.03,13.03
yes,yes,yes,no,no,9,Olowalu,LLHS,,,,OPM,OPM161006,2073,Martin Hale,2016-10-06,07:30,,,,,,,,,,OPM161006,26.7,34.9,5.94,89.9,8,7.28,7.28,7.28
