yes,yes,yes,no,no,1,R2RS,LLHS,,,,RPO,RPO160614,2010,Pohaku,2016-06-14,08:03,,,,,,,,,,RPO160614,25.7,33.3,6.86,102.1,8.11,13.9,13.9,13.9
yes,yes,yes,no,no,1,R2RS,LLHS,,,,RKS,RKS160614,2071,Kaanapali Shores,2016-06-14,08:37,,,,,,,,,,RKS160614,24.9,23.8,6.86,100.6,8.07,16.8,16.8,16.8
yes,yes,yes,no,no,1,R2RS,LLHS,,,,RAB,RAB160614,2017,Airport Beach,2016-06-14,09:15,,,,,,,,,,RAB160614,26.8,35,6.72,101.6,8.06,2.62,2.62,2.62
yes,yes,yes,no,no,1,R2RS,LLHS,,,,RCB,RCB160614,2020,Canoe Beach,2016-06-14,09:50,,,,,,,,,,RCB160614,27.2,34.7,6.78,103.5,8.06,5.86,5.86,5.86
yes,yes,yes,no,no,1,R2RS,LLHS,,,,RWA,RWA160614,2021,Wahikuli,2016-06-14,10:24,,,,,,,,,,RWA160614,27.3,34.6,6.66,101.8,8.15,3.47,3.47,3.47
yes,yes,yes,no,no,2,R2RS,LLHS,,,,RPO,RPO160628,2010,Pohaku,2016-06-28,07:25,,,,,,,,,,RPO160628,25.7,26.4,6.71,100,8.09,11.73,11.73,11.73
yes,yes,yes,no,no,2,R2RS,LLHS,,,,RKS,RKS160628,2071,Kaanapali Shores,2016-06-28,07:54,,,,,,,,,,RKS160628,24.2,22.2,6.9,100.3,8.13,9.79,9.79,9.79
yes,yes,yes,no,no,2,R2RS,LLHS,,,,RAB,RAB160628,2017,Airport Beach,2016-06-28,08:22,,,,,,,,,,RAB160628,26.4,27.6,6.59,99.3,8.1,1.77,1.77,1.77
yes,yes,yes,no,no,2,R2RS,LLHS,,,,RCB,RCB160628,2020,Canoe Beach,2016-06-28,08:46,,,,,,,,,,RCB160628,26.6,28.2,6.81,103,8.09,3.43,3.43,3.43
yes,yes,yes,no,no,2,R2RS,LLHS,,,,RWA,RWA160628,2021,Wahikuli,2016-06-28,09:06,,,,,,,,,,RWA160628,26.9,27.9,6.77,103,8.13,3.13,3.13,3.13
yes,yes,yes,no,no,3,R2RS,LLHS,,,,RPO,RPO160712,2010,Pohaku,2016-07-12,07:19,,,,,,,,,,RPO160712,26.6,33.1,6.49,97.4,8.09,5.14,5.14,5.14
yes,yes,yes,no,no,3,R2RS,LLHS,,,,RKS,RKS160712,2071,Kaanapali Shores,2016-07-12,07:49,,,,,,,,,,RKS160712,26,39.1,6.53,100.1,8.07,3.9,3.9,3.9
yes,yes,yes,no,no,3,R2RS,LLHS,,,,RAB,RAB160712,2017,Airport Beach,2016-07-12,08:16,,,,,,,,,,RAB160712,27,36.3,6.46,99.5,8.09,0.94,0.94,0.94
yes,yes,yes,no,no,3,R2RS,LLHS,,,,RCB,RCB160712,2020,Canoe Beach,2016-07-12,08:38,,,,,,,,,,RCB160712,27.2,35,6.79,104,8.12,2.43,2.43,2.43
yes,yes,yes,no,no,3,R2RS,LLHS,,,,RWA,RWA160712,2021,Wahikuli,2016-07-12,09:02,,,,,,,,,,RWA160712,27.4,35.7,6.66,102.7,8.16,3.41,3.41,3.41
yes,yes,yes,no,no,4,R2RS,LLHS,,,,RPO,RPO160726,2010,Pohaku,2016-07-26,07:21,,,,,,,,,,RPO160726,26.8,34.1,6.28,94.9,8.12,9.22,9.22,9.22
yes,yes,yes,no,no,4,R2RS,LLHS,,,,RKS,RKS160726,2071,Kaanapali Shores,2016-07-26,07:50,,,,,,,,,,RKS160726,26.8,35.3,6.48,98.4,8.07,6.16,6.16,6.16
yes,yes,yes,no,no,4,R2RS,LLHS,,,,RAB,RAB160726,2017,Airport Beach,2016-07-26,08:12,,,,,,,,,,RAB160726,27.2,35.3,6.48,99.1,8.14,1.5,1.5,1.5
yes,yes,yes,no,no,4,R2RS,LLHS,,,,RCB,RCB160726,2020,Canoe Beach,2016-07-26,08:36,,,,,,,,,,RCB160726,27.2,34.6,6.57,100.1,8.12,4.39,4.39,4.39
yes,yes,yes,no,no,4,R2RS,LLHS,,,,RWA,RWA160726,2021,Wahikuli,2016-07-26,08:59,,,,,,,,,,RWA160726,27.4,34.8,6.51,99.8,8.15,3.22,3.22,3.22
